field_name,occurrence_count,types,tables,positions,option_values
公司规模 (多少人),15,number:14; lookup:1,✅✅136学员-NEWBIBLE_（Dcode); ✅✅136教练-NEWBIBLE_（Dcode); ✅✅136-WHOLE-MASTERLIST【基础-高四】; ✅✅136-旧Backlog【基础-高四】; ✅✅136-【神奇宝宝】WHOLE-MASTERLIST【基础-高四】; ✅135-【旧Backlog进现行】WHOLE-MASTERLIST 高阶一Bible.; 🖊️🖊️136-基础FINAL MASTERLIST; 🖊️🖊️136-【基础守则离开】FINAL MASTERLIST.; 🖊️🖊️136-【基础Backlog】FINAL MASTERLIST.; 🖊️-136-高阶一-【高阶一Backlog】Final Masterlist.; 🖊️-136-高阶一-FINAL MASTERLIST; 🖊️-136-高阶一-【守则后离开】Final Masterlist.; 【高二】事业成就表; 🖊️-136-高阶二-Final Masterlist.; 🖊️-136-高阶二-【高阶二Backlog】Bible,✅✅136学员-NEWBIBLE_（Dcode)#99; ✅✅136教练-NEWBIBLE_（Dcode)#45; ✅✅136-WHOLE-MASTERLIST【基础-高四】#108; ✅✅136-旧Backlog【基础-高四】#5; ✅✅136-【神奇宝宝】WHOLE-MASTERLIST【基础-高四】#80; ✅135-【旧Backlog进现行】WHOLE-MASTERLIST 高阶一Bible.#40; 🖊️🖊️136-基础FINAL MASTERLIST#77; 🖊️🖊️136-【基础守则离开】FINAL MASTERLIST.#95; 🖊️🖊️136-【基础Backlog】FINAL MASTERLIST.#99; 🖊️-136-高阶一-【高阶一Backlog】Final Masterlist.#98; 🖊️-136-高阶一-FINAL MASTERLIST#131; 🖊️-136-高阶一-【守则后离开】Final Masterlist.#58; 【高二】事业成就表#19; 🖊️-136-高阶二-Final Masterlist.#22; 🖊️-136-高阶二-【高阶二Backlog】Bible#124,
基础离开,15,select:14; lookup:1,✅✅136学员-NEWBIBLE_（Dcode); 总结合; ✅✅136教练-NEWBIBLE_（Dcode); ✅✅136-WHOLE-MASTERLIST【基础-高四】; ✅✅136-旧Backlog【基础-高四】; ✅✅136-【神奇宝宝】WHOLE-MASTERLIST【基础-高四】; ✅135-【旧Backlog进现行】WHOLE-MASTERLIST 高阶一Bible.; 🖊️🖊️136-基础FINAL MASTERLIST; 🖊️🖊️136-【基础守则离开】FINAL MASTERLIST.; 🖊️🖊️136-【基础Backlog】FINAL MASTERLIST.; 🖊️-136-高阶一-【高阶一Backlog】Final Masterlist.; 🖊️-136-高阶一-FINAL MASTERLIST; 🖊️-136-高阶一-【守则后离开】Final Masterlist.; 🖊️-136-高阶二-Final Masterlist.; 🖊️-136-高阶二-【高阶二Backlog】Bible,✅✅136学员-NEWBIBLE_（Dcode)#109; 总结合#20; ✅✅136教练-NEWBIBLE_（Dcode)#52; ✅✅136-WHOLE-MASTERLIST【基础-高四】#51; ✅✅136-旧Backlog【基础-高四】#114; ✅✅136-【神奇宝宝】WHOLE-MASTERLIST【基础-高四】#112; ✅135-【旧Backlog进现行】WHOLE-MASTERLIST 高阶一Bible.#2; 🖊️🖊️136-基础FINAL MASTERLIST#31; 🖊️🖊️136-【基础守则离开】FINAL MASTERLIST.#101; 🖊️🖊️136-【基础Backlog】FINAL MASTERLIST.#125; 🖊️-136-高阶一-【高阶一Backlog】Final Masterlist.#41; 🖊️-136-高阶一-FINAL MASTERLIST#13; 🖊️-136-高阶一-【守则后离开】Final Masterlist.#8; 🖊️-136-高阶二-Final Masterlist.#3; 🖊️-136-高阶二-【高阶二Backlog】Bible#48, ; 基础守则前; 基础守则后第1天; 基础守则后第2天; 基础守则后第3天; 基础守则后第4天; 基础守则后第5天; 守则后第三天; 守则后第二天
基础阶段教练,15,text:15,✅✅136学员-NEWBIBLE_（Dcode); ✅✅136教练-NEWBIBLE_（Dcode); ✅✅136-WHOLE-MASTERLIST【基础-高四】; ✅✅136-旧Backlog【基础-高四】; ✅✅136-【神奇宝宝】WHOLE-MASTERLIST【基础-高四】; ✅135-【旧Backlog进现行】WHOLE-MASTERLIST 高阶一Bible.; 🖊️🖊️136-基础FINAL MASTERLIST; 🖊️🖊️136-【基础守则离开】FINAL MASTERLIST.; 🖊️🖊️136-【基础Backlog】FINAL MASTERLIST.; 🖊️-136-高阶一-【高阶一Backlog】Final Masterlist.; 🖊️-136-高阶一-FINAL MASTERLIST; 🖊️-136-高阶一-【守则后离开】Final Masterlist.; 【高二】事业成就表; 🖊️-136-高阶二-Final Masterlist.; 🖊️-136-高阶二-【高阶二Backlog】Bible,✅✅136学员-NEWBIBLE_（Dcode)#129; ✅✅136教练-NEWBIBLE_（Dcode)#102; ✅✅136-WHOLE-MASTERLIST【基础-高四】#34; ✅✅136-旧Backlog【基础-高四】#97; ✅✅136-【神奇宝宝】WHOLE-MASTERLIST【基础-高四】#101; ✅135-【旧Backlog进现行】WHOLE-MASTERLIST 高阶一Bible.#9; 🖊️🖊️136-基础FINAL MASTERLIST#3; 🖊️🖊️136-【基础守则离开】FINAL MASTERLIST.#69; 🖊️🖊️136-【基础Backlog】FINAL MASTERLIST.#40; 🖊️-136-高阶一-【高阶一Backlog】Final Masterlist.#17; 🖊️-136-高阶一-FINAL MASTERLIST#3; 🖊️-136-高阶一-【守则后离开】Final Masterlist.#118; 【高二】事业成就表#10; 🖊️-136-高阶二-Final Masterlist.#35; 🖊️-136-高阶二-【高阶二Backlog】Bible#109,
婚姻,15,select:14; lookup:1,✅✅136学员-NEWBIBLE_（Dcode); ✅✅136教练-NEWBIBLE_（Dcode); ✅✅136-WHOLE-MASTERLIST【基础-高四】; ✅✅136-旧Backlog【基础-高四】; ✅✅136-【神奇宝宝】WHOLE-MASTERLIST【基础-高四】; ✅135-【旧Backlog进现行】WHOLE-MASTERLIST 高阶一Bible.; 🖊️🖊️136-基础FINAL MASTERLIST; 🖊️🖊️136-【基础守则离开】FINAL MASTERLIST.; 🖊️🖊️136-【基础Backlog】FINAL MASTERLIST.; 🖊️-136-高阶一-【高阶一Backlog】Final Masterlist.; 🖊️-136-高阶一-FINAL MASTERLIST; 🖊️-136-高阶一-【守则后离开】Final Masterlist.; 【高二】事业成就表; 🖊️-136-高阶二-Final Masterlist.; 🖊️-136-高阶二-【高阶二Backlog】Bible,✅✅136学员-NEWBIBLE_（Dcode)#27; ✅✅136教练-NEWBIBLE_（Dcode)#166; ✅✅136-WHOLE-MASTERLIST【基础-高四】#43; ✅✅136-旧Backlog【基础-高四】#28; ✅✅136-【神奇宝宝】WHOLE-MASTERLIST【基础-高四】#110; ✅135-【旧Backlog进现行】WHOLE-MASTERLIST 高阶一Bible.#66; 🖊️🖊️136-基础FINAL MASTERLIST#96; 🖊️🖊️136-【基础守则离开】FINAL MASTERLIST.#52; 🖊️🖊️136-【基础Backlog】FINAL MASTERLIST.#90; 🖊️-136-高阶一-【高阶一Backlog】Final Masterlist.#93; 🖊️-136-高阶一-FINAL MASTERLIST#67; 🖊️-136-高阶一-【守则后离开】Final Masterlist.#63; 【高二】事业成就表#24; 🖊️-136-高阶二-Final Masterlist.#7; 🖊️-136-高阶二-【高阶二Backlog】Bible#34,0; 0125351616; 丧偶; 分居; 医助; 单身; 单身 Single; 已婚; 已婚 Married; 离婚
学号,15,number:13; text:1; lookup:1,✅✅136学员-NEWBIBLE_（Dcode); ✅✅136教练-NEWBIBLE_（Dcode); ✅✅136-WHOLE-MASTERLIST【基础-高四】; ✅✅136-旧Backlog【基础-高四】; ✅✅136-【神奇宝宝】WHOLE-MASTERLIST【基础-高四】; ✅135-【旧Backlog进现行】WHOLE-MASTERLIST 高阶一Bible.; 🖊️🖊️136-基础FINAL MASTERLIST; 🖊️🖊️136-【基础守则离开】FINAL MASTERLIST.; 🖊️🖊️136-【基础Backlog】FINAL MASTERLIST.; 🖊️-136-高阶一-【高阶一Backlog】Final Masterlist.; 🖊️-136-高阶一-FINAL MASTERLIST; 🖊️-136-高阶一-【守则后离开】Final Masterlist.; 【高二】事业成就表; 🖊️-136-高阶二-Final Masterlist.; 🖊️-136-高阶二-【高阶二Backlog】Bible,✅✅136学员-NEWBIBLE_（Dcode)#120; ✅✅136教练-NEWBIBLE_（Dcode)#78; ✅✅136-WHOLE-MASTERLIST【基础-高四】#8; ✅✅136-旧Backlog【基础-高四】#83; ✅✅136-【神奇宝宝】WHOLE-MASTERLIST【基础-高四】#67; ✅135-【旧Backlog进现行】WHOLE-MASTERLIST 高阶一Bible.#106; 🖊️🖊️136-基础FINAL MASTERLIST#32; 🖊️🖊️136-【基础守则离开】FINAL MASTERLIST.#32; 🖊️🖊️136-【基础Backlog】FINAL MASTERLIST.#58; 🖊️-136-高阶一-【高阶一Backlog】Final Masterlist.#35; 🖊️-136-高阶一-FINAL MASTERLIST#138; 🖊️-136-高阶一-【守则后离开】Final Masterlist.#59; 【高二】事业成就表#25; 🖊️-136-高阶二-Final Masterlist.#81; 🖊️-136-高阶二-【高阶二Backlog】Bible#113,
孩子,15,number:15,✅✅136学员-NEWBIBLE_（Dcode); ✅✅136教练-NEWBIBLE_（Dcode); ✅✅136-WHOLE-MASTERLIST【基础-高四】; ✅✅136-旧Backlog【基础-高四】; ✅✅136-【神奇宝宝】WHOLE-MASTERLIST【基础-高四】; ✅135-【旧Backlog进现行】WHOLE-MASTERLIST 高阶一Bible.; 🖊️🖊️136-基础FINAL MASTERLIST; 🖊️🖊️136-【基础守则离开】FINAL MASTERLIST.; 🖊️🖊️136-【基础Backlog】FINAL MASTERLIST.; 🖊️-136-高阶一-【高阶一Backlog】Final Masterlist.; 🖊️-136-高阶一-FINAL MASTERLIST; 🖊️-136-高阶一-【守则后离开】Final Masterlist.; 【高二】事业成就表; 🖊️-136-高阶二-Final Masterlist.; 🖊️-136-高阶二-【高阶二Backlog】Bible,✅✅136学员-NEWBIBLE_（Dcode)#94; ✅✅136教练-NEWBIBLE_（Dcode)#60; ✅✅136-WHOLE-MASTERLIST【基础-高四】#80; ✅✅136-旧Backlog【基础-高四】#9; ✅✅136-【神奇宝宝】WHOLE-MASTERLIST【基础-高四】#7; ✅135-【旧Backlog进现行】WHOLE-MASTERLIST 高阶一Bible.#33; 🖊️🖊️136-基础FINAL MASTERLIST#1; 🖊️🖊️136-【基础守则离开】FINAL MASTERLIST.#39; 🖊️🖊️136-【基础Backlog】FINAL MASTERLIST.#33; 🖊️-136-高阶一-【高阶一Backlog】Final Masterlist.#29; 🖊️-136-高阶一-FINAL MASTERLIST#76; 🖊️-136-高阶一-【守则后离开】Final Masterlist.#16; 【高二】事业成就表#6; 🖊️-136-高阶二-Final Masterlist.#110; 🖊️-136-高阶二-【高阶二Backlog】Bible#16,
年历,15,number:14; lookup:1,✅✅136学员-NEWBIBLE_（Dcode); ✅✅136教练-NEWBIBLE_（Dcode); ✅✅136-WHOLE-MASTERLIST【基础-高四】; ✅✅136-旧Backlog【基础-高四】; ✅✅136-【神奇宝宝】WHOLE-MASTERLIST【基础-高四】; ✅135-【旧Backlog进现行】WHOLE-MASTERLIST 高阶一Bible.; 🖊️🖊️136-基础FINAL MASTERLIST; 🖊️🖊️136-【基础守则离开】FINAL MASTERLIST.; 🖊️🖊️136-【基础Backlog】FINAL MASTERLIST.; 🖊️-136-高阶一-【高阶一Backlog】Final Masterlist.; 🖊️-136-高阶一-FINAL MASTERLIST; 🖊️-136-高阶一-【守则后离开】Final Masterlist.; 【高二】事业成就表; 🖊️-136-高阶二-Final Masterlist.; 🖊️-136-高阶二-【高阶二Backlog】Bible,✅✅136学员-NEWBIBLE_（Dcode)#115; ✅✅136教练-NEWBIBLE_（Dcode)#184; ✅✅136-WHOLE-MASTERLIST【基础-高四】#72; ✅✅136-旧Backlog【基础-高四】#138; ✅✅136-【神奇宝宝】WHOLE-MASTERLIST【基础-高四】#43; ✅135-【旧Backlog进现行】WHOLE-MASTERLIST 高阶一Bible.#120; 🖊️🖊️136-基础FINAL MASTERLIST#131; 🖊️🖊️136-【基础守则离开】FINAL MASTERLIST.#70; 🖊️🖊️136-【基础Backlog】FINAL MASTERLIST.#53; 🖊️-136-高阶一-【高阶一Backlog】Final Masterlist.#25; 🖊️-136-高阶一-FINAL MASTERLIST#117; 🖊️-136-高阶一-【守则后离开】Final Masterlist.#42; 【高二】事业成就表#1; 🖊️-136-高阶二-Final Masterlist.#103; 🖊️-136-高阶二-【高阶二Backlog】Bible#110,
序号——,15,number:14; lookup:1,✅✅136学员-NEWBIBLE_（Dcode); ✅✅136教练-NEWBIBLE_（Dcode); ✅✅136-WHOLE-MASTERLIST【基础-高四】; ✅✅136-旧Backlog【基础-高四】; ✅✅136-【神奇宝宝】WHOLE-MASTERLIST【基础-高四】; ✅135-【旧Backlog进现行】WHOLE-MASTERLIST 高阶一Bible.; 🖊️🖊️136-基础FINAL MASTERLIST; 🖊️🖊️136-【基础守则离开】FINAL MASTERLIST.; 🖊️🖊️136-【基础Backlog】FINAL MASTERLIST.; 🖊️-136-高阶一-【高阶一Backlog】Final Masterlist.; 🖊️-136-高阶一-FINAL MASTERLIST; 🖊️-136-高阶一-【守则后离开】Final Masterlist.; 【高二】事业成就表; 🖊️-136-高阶二-Final Masterlist.; 🖊️-136-高阶二-【高阶二Backlog】Bible,✅✅136学员-NEWBIBLE_（Dcode)#103; ✅✅136教练-NEWBIBLE_（Dcode)#135; ✅✅136-WHOLE-MASTERLIST【基础-高四】#69; ✅✅136-旧Backlog【基础-高四】#67; ✅✅136-【神奇宝宝】WHOLE-MASTERLIST【基础-高四】#117; ✅135-【旧Backlog进现行】WHOLE-MASTERLIST 高阶一Bible.#70; 🖊️🖊️136-基础FINAL MASTERLIST#101; 🖊️🖊️136-【基础守则离开】FINAL MASTERLIST.#128; 🖊️🖊️136-【基础Backlog】FINAL MASTERLIST.#61; 🖊️-136-高阶一-【高阶一Backlog】Final Masterlist.#130; 🖊️-136-高阶一-FINAL MASTERLIST#75; 🖊️-136-高阶一-【守则后离开】Final Masterlist.#84; 【高二】事业成就表#9; 🖊️-136-高阶二-Final Masterlist.#79; 🖊️-136-高阶二-【高阶二Backlog】Bible#98,
结果期别,15,select:13; lookup:2,✅✅136学员-NEWBIBLE_（Dcode); 总结合; ✅✅136-WHOLE-MASTERLIST【基础-高四】; ✅✅136-旧Backlog【基础-高四】; ✅✅136-【神奇宝宝】WHOLE-MASTERLIST【基础-高四】; ✅135-【旧Backlog进现行】WHOLE-MASTERLIST 高阶一Bible.; 🖊️🖊️136-基础FINAL MASTERLIST; 🖊️🖊️136-【基础守则离开】FINAL MASTERLIST.; 🖊️🖊️136-【基础Backlog】FINAL MASTERLIST.; 🖊️-136-高阶一-【高阶一Backlog】Final Masterlist.; 🖊️-136-高阶一-FINAL MASTERLIST; 🖊️-136-高阶一-【守则后离开】Final Masterlist.; 【高二】事业成就表; 🖊️-136-高阶二-Final Masterlist.; 🖊️-136-高阶二-【高阶二Backlog】Bible,✅✅136学员-NEWBIBLE_（Dcode)#30; 总结合#4; ✅✅136-WHOLE-MASTERLIST【基础-高四】#39; ✅✅136-旧Backlog【基础-高四】#84; ✅✅136-【神奇宝宝】WHOLE-MASTERLIST【基础-高四】#24; ✅135-【旧Backlog进现行】WHOLE-MASTERLIST 高阶一Bible.#59; 🖊️🖊️136-基础FINAL MASTERLIST#36; 🖊️🖊️136-【基础守则离开】FINAL MASTERLIST.#4; 🖊️🖊️136-【基础Backlog】FINAL MASTERLIST.#34; 🖊️-136-高阶一-【高阶一Backlog】Final Masterlist.#111; 🖊️-136-高阶一-FINAL MASTERLIST#121; 🖊️-136-高阶一-【守则后离开】Final Masterlist.#31; 【高二】事业成就表#18; 🖊️-136-高阶二-Final Masterlist.#83; 🖊️-136-高阶二-【高阶二Backlog】Bible#61,Dcode; JCP; KLCP131; KLCP132; KLCP133; KLCP135; KLCP136; KLCP137; KLCP138; KLCP139; KLCP140; 复习; 复读; 复读-高阶二; 毕业生-基础-高阶二
高阶一教练,15,text:14; lookup:1,✅✅136学员-NEWBIBLE_（Dcode); ✅✅136教练-NEWBIBLE_（Dcode); ✅✅136-WHOLE-MASTERLIST【基础-高四】; ✅✅136-旧Backlog【基础-高四】; ✅✅136-【神奇宝宝】WHOLE-MASTERLIST【基础-高四】; ✅135-【旧Backlog进现行】WHOLE-MASTERLIST 高阶一Bible.; 🖊️🖊️136-基础FINAL MASTERLIST; 🖊️🖊️136-【基础守则离开】FINAL MASTERLIST.; 🖊️🖊️136-【基础Backlog】FINAL MASTERLIST.; 🖊️-136-高阶一-【高阶一Backlog】Final Masterlist.; 🖊️-136-高阶一-FINAL MASTERLIST; 🖊️-136-高阶一-【守则后离开】Final Masterlist.; 【高二】事业成就表; 🖊️-136-高阶二-Final Masterlist.; 🖊️-136-高阶二-【高阶二Backlog】Bible,✅✅136学员-NEWBIBLE_（Dcode)#56; ✅✅136教练-NEWBIBLE_（Dcode)#73; ✅✅136-WHOLE-MASTERLIST【基础-高四】#11; ✅✅136-旧Backlog【基础-高四】#40; ✅✅136-【神奇宝宝】WHOLE-MASTERLIST【基础-高四】#45; ✅135-【旧Backlog进现行】WHOLE-MASTERLIST 高阶一Bible.#102; 🖊️🖊️136-基础FINAL MASTERLIST#89; 🖊️🖊️136-【基础守则离开】FINAL MASTERLIST.#110; 🖊️🖊️136-【基础Backlog】FINAL MASTERLIST.#52; 🖊️-136-高阶一-【高阶一Backlog】Final Masterlist.#133; 🖊️-136-高阶一-FINAL MASTERLIST#5; 🖊️-136-高阶一-【守则后离开】Final Masterlist.#54; 【高二】事业成就表#28; 🖊️-136-高阶二-Final Masterlist.#69; 🖊️-136-高阶二-【高阶二Backlog】Bible#102,
高阶二教练,15,text:14; number:1,✅✅136学员-NEWBIBLE_（Dcode); ✅✅136教练-NEWBIBLE_（Dcode); ✅✅136-WHOLE-MASTERLIST【基础-高四】; ✅✅136-旧Backlog【基础-高四】; ✅✅136-【神奇宝宝】WHOLE-MASTERLIST【基础-高四】; ✅135-【旧Backlog进现行】WHOLE-MASTERLIST 高阶一Bible.; 🖊️🖊️136-基础FINAL MASTERLIST; 🖊️🖊️136-【基础守则离开】FINAL MASTERLIST.; 🖊️🖊️136-【基础Backlog】FINAL MASTERLIST.; 🖊️-136-高阶一-【高阶一Backlog】Final Masterlist.; 🖊️-136-高阶一-FINAL MASTERLIST; 🖊️-136-高阶一-【守则后离开】Final Masterlist.; 【高二】事业成就表; 🖊️-136-高阶二-Final Masterlist.; 🖊️-136-高阶二-【高阶二Backlog】Bible,✅✅136学员-NEWBIBLE_（Dcode)#101; ✅✅136教练-NEWBIBLE_（Dcode)#191; ✅✅136-WHOLE-MASTERLIST【基础-高四】#127; ✅✅136-旧Backlog【基础-高四】#34; ✅✅136-【神奇宝宝】WHOLE-MASTERLIST【基础-高四】#35; ✅135-【旧Backlog进现行】WHOLE-MASTERLIST 高阶一Bible.#19; 🖊️🖊️136-基础FINAL MASTERLIST#35; 🖊️🖊️136-【基础守则离开】FINAL MASTERLIST.#85; 🖊️🖊️136-【基础Backlog】FINAL MASTERLIST.#31; 🖊️-136-高阶一-【高阶一Backlog】Final Masterlist.#115; 🖊️-136-高阶一-FINAL MASTERLIST#14; 🖊️-136-高阶一-【守则后离开】Final Masterlist.#10; 【高二】事业成就表#16; 🖊️-136-高阶二-Final Masterlist.#97; 🖊️-136-高阶二-【高阶二Backlog】Bible#119,
"2 Call Status /学员的位置  (A,B,C,D)",14,lookup:11; select:2; text:1,✅✅136学员-NEWBIBLE_（Dcode); ✅✅136教练-NEWBIBLE_（Dcode); ✅✅136-WHOLE-MASTERLIST【基础-高四】; ✅✅136-旧Backlog【基础-高四】; ✅✅136-【神奇宝宝】WHOLE-MASTERLIST【基础-高四】; ✅135-【旧Backlog进现行】WHOLE-MASTERLIST 高阶一Bible.; 🖊️🖊️136-基础FINAL MASTERLIST; 🖊️🖊️136-【基础守则离开】FINAL MASTERLIST.; 🖊️🖊️136-【基础Backlog】FINAL MASTERLIST.; 🖊️-136-高阶一-【高阶一Backlog】Final Masterlist.; 🖊️-136-高阶一-FINAL MASTERLIST; 🖊️-136-高阶一-【守则后离开】Final Masterlist.; 🖊️-136-高阶二-Final Masterlist.; 🖊️-136-高阶二-【高阶二Backlog】Bible,✅✅136学员-NEWBIBLE_（Dcode)#61; ✅✅136教练-NEWBIBLE_（Dcode)#111; ✅✅136-WHOLE-MASTERLIST【基础-高四】#126; ✅✅136-旧Backlog【基础-高四】#6; ✅✅136-【神奇宝宝】WHOLE-MASTERLIST【基础-高四】#68; ✅135-【旧Backlog进现行】WHOLE-MASTERLIST 高阶一Bible.#84; 🖊️🖊️136-基础FINAL MASTERLIST#18; 🖊️🖊️136-【基础守则离开】FINAL MASTERLIST.#131; 🖊️🖊️136-【基础Backlog】FINAL MASTERLIST.#71; 🖊️-136-高阶一-【高阶一Backlog】Final Masterlist.#84; 🖊️-136-高阶一-FINAL MASTERLIST#41; 🖊️-136-高阶一-【守则后离开】Final Masterlist.#114; 🖊️-136-高阶二-Final Masterlist.#52; 🖊️-136-高阶二-【高阶二Backlog】Bible#27,"Lau Aik Leong; No, 教练没有提前和学员整理家庭对象和事业; No,事业; No,家庭; No.Happy 事业待确认，自己都不确定什么结果; No.Happy 工作坊 待定 事业; No.事业需要重算+整理; No.大目标; No.教练没有提前整理家庭要梳理; No.未上线; No，不当班; YES; Yes; 刘翊隆"
8%SST,14,formula:12; number:2,✅✅136学员-NEWBIBLE_（Dcode); ✅✅136教练-NEWBIBLE_（Dcode); ✅✅136-WHOLE-MASTERLIST【基础-高四】; ✅✅136-旧Backlog【基础-高四】; ✅✅136-【神奇宝宝】WHOLE-MASTERLIST【基础-高四】; ✅135-【旧Backlog进现行】WHOLE-MASTERLIST 高阶一Bible.; 🖊️🖊️136-基础FINAL MASTERLIST; 🖊️🖊️136-【基础守则离开】FINAL MASTERLIST.; 🖊️🖊️136-【基础Backlog】FINAL MASTERLIST.; 🖊️-136-高阶一-【高阶一Backlog】Final Masterlist.; 🖊️-136-高阶一-FINAL MASTERLIST; 🖊️-136-高阶一-【守则后离开】Final Masterlist.; 🖊️-136-高阶二-Final Masterlist.; 🖊️-136-高阶二-【高阶二Backlog】Bible,✅✅136学员-NEWBIBLE_（Dcode)#134; ✅✅136教练-NEWBIBLE_（Dcode)#157; ✅✅136-WHOLE-MASTERLIST【基础-高四】#121; ✅✅136-旧Backlog【基础-高四】#128; ✅✅136-【神奇宝宝】WHOLE-MASTERLIST【基础-高四】#94; ✅135-【旧Backlog进现行】WHOLE-MASTERLIST 高阶一Bible.#17; 🖊️🖊️136-基础FINAL MASTERLIST#81; 🖊️🖊️136-【基础守则离开】FINAL MASTERLIST.#74; 🖊️🖊️136-【基础Backlog】FINAL MASTERLIST.#139; 🖊️-136-高阶一-【高阶一Backlog】Final Masterlist.#78; 🖊️-136-高阶一-FINAL MASTERLIST#21; 🖊️-136-高阶一-【守则后离开】Final Masterlist.#41; 🖊️-136-高阶二-Final Masterlist.#23; 🖊️-136-高阶二-【高阶二Backlog】Bible#141,
EMO 英文名字,14,text:14,✅✅136学员-NEWBIBLE_（Dcode); ✅✅136教练-NEWBIBLE_（Dcode); ✅✅136-WHOLE-MASTERLIST【基础-高四】; ✅✅136-旧Backlog【基础-高四】; ✅✅136-【神奇宝宝】WHOLE-MASTERLIST【基础-高四】; ✅135-【旧Backlog进现行】WHOLE-MASTERLIST 高阶一Bible.; 🖊️🖊️136-基础FINAL MASTERLIST; 🖊️🖊️136-【基础守则离开】FINAL MASTERLIST.; 🖊️🖊️136-【基础Backlog】FINAL MASTERLIST.; 🖊️-136-高阶一-【高阶一Backlog】Final Masterlist.; 🖊️-136-高阶一-FINAL MASTERLIST; 🖊️-136-高阶一-【守则后离开】Final Masterlist.; 🖊️-136-高阶二-Final Masterlist.; 🖊️-136-高阶二-【高阶二Backlog】Bible,✅✅136学员-NEWBIBLE_（Dcode)#98; ✅✅136教练-NEWBIBLE_（Dcode)#71; ✅✅136-WHOLE-MASTERLIST【基础-高四】#105; ✅✅136-旧Backlog【基础-高四】#115; ✅✅136-【神奇宝宝】WHOLE-MASTERLIST【基础-高四】#69; ✅135-【旧Backlog进现行】WHOLE-MASTERLIST 高阶一Bible.#138; 🖊️🖊️136-基础FINAL MASTERLIST#6; 🖊️🖊️136-【基础守则离开】FINAL MASTERLIST.#5; 🖊️🖊️136-【基础Backlog】FINAL MASTERLIST.#140; 🖊️-136-高阶一-【高阶一Backlog】Final Masterlist.#113; 🖊️-136-高阶一-FINAL MASTERLIST#10; 🖊️-136-高阶一-【守则后离开】Final Masterlist.#22; 🖊️-136-高阶二-Final Masterlist.#76; 🖊️-136-高阶二-【高阶二Backlog】Bible#13,
IC No,14,text:14,✅✅136学员-NEWBIBLE_（Dcode); ✅✅136教练-NEWBIBLE_（Dcode); ✅✅136-WHOLE-MASTERLIST【基础-高四】; ✅✅136-旧Backlog【基础-高四】; ✅✅136-【神奇宝宝】WHOLE-MASTERLIST【基础-高四】; ✅135-【旧Backlog进现行】WHOLE-MASTERLIST 高阶一Bible.; 🖊️🖊️136-基础FINAL MASTERLIST; 🖊️🖊️136-【基础守则离开】FINAL MASTERLIST.; 🖊️🖊️136-【基础Backlog】FINAL MASTERLIST.; 🖊️-136-高阶一-【高阶一Backlog】Final Masterlist.; 🖊️-136-高阶一-FINAL MASTERLIST; 🖊️-136-高阶一-【守则后离开】Final Masterlist.; 🖊️-136-高阶二-Final Masterlist.; 🖊️-136-高阶二-【高阶二Backlog】Bible,✅✅136学员-NEWBIBLE_（Dcode)#139; ✅✅136教练-NEWBIBLE_（Dcode)#108; ✅✅136-WHOLE-MASTERLIST【基础-高四】#63; ✅✅136-旧Backlog【基础-高四】#11; ✅✅136-【神奇宝宝】WHOLE-MASTERLIST【基础-高四】#136; ✅135-【旧Backlog进现行】WHOLE-MASTERLIST 高阶一Bible.#81; 🖊️🖊️136-基础FINAL MASTERLIST#69; 🖊️🖊️136-【基础守则离开】FINAL MASTERLIST.#64; 🖊️🖊️136-【基础Backlog】FINAL MASTERLIST.#63; 🖊️-136-高阶一-【高阶一Backlog】Final Masterlist.#50; 🖊️-136-高阶一-FINAL MASTERLIST#141; 🖊️-136-高阶一-【守则后离开】Final Masterlist.#132; 🖊️-136-高阶二-Final Masterlist.#8; 🖊️-136-高阶二-【高阶二Backlog】Bible#29,
