title,base_name,ownership_tag,owner_name,url_type,url,resolved_base_token,access_status,table_count,update_time_iso,create_time_iso,last_open_time_iso,search_sources,tables,access_error
Order Management (With Inventory Management),Order Management (With Inventory Management) ,shared/other owner,Assiter,base,https://www.sg.larksuite.com/base/baslgKYudDrh44uvL0eMvri4tif,baslgKYudDrh44uvL0eMvri4tif,readable,3,2022-09-30T11:10:55+08:00,2022-09-30T11:10:55+08:00,1970-01-01T07:30:00+07:30,keyword_DOE,Order Management; Inventory Management; Sales,
"E-commerce After-sales Management (Resending, Refund, Medium and Negative Comments Processing )","E-commerce After-sales Management (Resending, Refund, Medium and Negative Comments Processing )",shared/other owner,Assiter,base,https://www.sg.larksuite.com/base/baslg0DnAYdEkz7XN1bxCc9Q2ve,baslg0DnAYdEkz7XN1bxCc9Q2ve,readable,3,2022-09-30T11:10:50+08:00,2022-09-30T11:10:50+08:00,1970-01-01T07:30:00+07:30,keyword_DOE,Customer Service - Resending Processing Overview; Refund Progress Overview; Medium and Negative Comments Processing Progress Overview,
Fixed Assets Management,Fixed Assets Management,shared/other owner,Assiter,base,https://www.sg.larksuite.com/base/baslg6KcyMrlGvc0uFYFEifsYEb,baslg6KcyMrlGvc0uFYFEifsYEb,readable,5,2022-09-30T11:10:40+08:00,2022-09-30T11:10:40+08:00,1970-01-01T07:30:00+07:30,"keyword_Finance, keyword_Operation",Fixed Asset List; Fixed Asset Details; Asset Purchase List; Asset Checklist; Asset Application List,
🎉  New Year Objectives for 2022,🎉  New Year Objectives for 2022,shared/other owner,Docs Assistant,base,https://www.sg.larksuite.com/base/basusCNaNwkFEcrkVj1dB88aRW9,basusCNaNwkFEcrkVj1dB88aRW9,readable,3,2022-09-08T12:38:26+08:00,2022-09-05T23:02:10+08:00,1970-01-01T07:30:00+07:30,keyword_Finance,User Guide; ⛳️  New Year Objectives for 2022; Detailed Tasks,
Personal Reading Record,Personal Reading Record,shared/other owner,Docs Assistant,base,https://www.sg.larksuite.com/base/basusW7pQepQLkdQPzTnVc1KmUb,basusW7pQepQLkdQPzTnVc1KmUb,readable,2,2022-09-05T23:05:57+08:00,2022-09-05T23:05:57+08:00,1970-01-01T07:30:00+07:30,keyword_Finance,Reading Records; Book Lists,
OKR Task Subdivision and Progress Control,OKR Task Subdivision and Progress Control,shared/other owner,Docs Assistant,base,https://www.sg.larksuite.com/base/basuswVHhGazw6ZPzHbRfJm1UGc,basuswVHhGazw6ZPzHbRfJm1UGc,readable,3,2022-09-05T23:04:25+08:00,2022-09-05T23:04:25+08:00,1970-01-01T07:30:00+07:30,keyword_Operation,💡 Template Instructions; OKR Task Subdivision; Team OKR,
Order Management (With Inventory Management),Order Management (With Inventory Management) ,shared/other owner,Docs Assistant,base,https://www.sg.larksuite.com/base/basusMkRevvv2Hg8ah5frNXkHWf,basusMkRevvv2Hg8ah5frNXkHWf,readable,3,2022-09-05T23:01:28+08:00,2022-09-05T23:01:28+08:00,1970-01-01T07:30:00+07:30,keyword_DOE,Order Management; Inventory Management; Sales,
"E-commerce After-sales Management (Resending, Refund, Medium and Negative Comments Processing )","E-commerce After-sales Management (Resending, Refund, Medium and Negative Comments Processing )",shared/other owner,Docs Assistant,base,https://www.sg.larksuite.com/base/basusCPDv36dJEscRGKgcArRHWb,basusCPDv36dJEscRGKgcArRHWb,readable,3,2022-09-05T23:00:33+08:00,2022-09-05T23:00:33+08:00,1970-01-01T07:30:00+07:30,keyword_DOE,Customer Service - Resending Processing Overview; Refund Progress Overview; Medium and Negative Comments Processing Progress Overview,
Fixed Assets Management,Fixed Assets Management,shared/other owner,Docs Assistant,base,https://www.sg.larksuite.com/base/basusFT4wsauWLKLeW5ZnI55oKc,basusFT4wsauWLKLeW5ZnI55oKc,readable,5,2022-09-05T22:59:00+08:00,2022-09-05T22:59:00+08:00,1970-01-01T07:30:00+07:30,"keyword_Finance, keyword_Operation",Fixed Asset List; Fixed Asset Details; Asset Purchase List; Asset Checklist; Asset Application List,
Event planning,Event planning,shared/other owner,Assiter,base,https://www.sg.larksuite.com/base/baslghym2iMGCSVR85SOvwWonZf,baslghym2iMGCSVR85SOvwWonZf,readable,2,2022-03-10T00:59:19+08:00,2022-03-10T00:59:19+08:00,1970-01-01T07:30:00+07:30,keyword_Finance,Event tasks; Event tasks list,
Employee information,Employee information,shared/other owner,Assiter,base,https://www.sg.larksuite.com/base/baslgy19pwltUPIKBadULLAXRth,baslgy19pwltUPIKBadULLAXRth,readable,1,2022-03-10T00:58:59+08:00,2022-03-10T00:58:59+08:00,1970-01-01T07:30:00+07:30,keyword_Finance,Employee information,
Course schedule,Course schedule,shared/other owner,Assiter,base,https://www.sg.larksuite.com/base/baslgiSY3I965eUJEwJ6LttxdjY,baslgiSY3I965eUJEwJ6LttxdjY,readable,2,2022-03-10T00:53:42+08:00,2022-03-10T00:53:42+08:00,1970-01-01T07:30:00+07:30,keyword_Dcode,Class information; Course schedule,
Client successes,Client successes,shared/other owner,Assiter,base,https://www.sg.larksuite.com/base/baslgqm3tw15ZjURCJfgscEFOyf,baslgqm3tw15ZjURCJfgscEFOyf,readable,1,2022-03-10T00:51:56+08:00,2022-03-10T00:51:56+08:00,1970-01-01T07:30:00+07:30,keyword_Finance,Applicable scenario,
Course schedule,Course schedule,shared/other owner,Docs Assistant,base,https://www.sg.larksuite.com/base/basusq87YdBBMFjLaOU1pwBhHqh,basusq87YdBBMFjLaOU1pwBhHqh,readable,2,2021-12-17T15:33:36+08:00,2021-05-13T19:16:26+08:00,1970-01-01T07:30:00+07:30,keyword_Dcode,Class information; Course schedule,
Employee information,Employee information,shared/other owner,Docs Assistant,base,https://www.sg.larksuite.com/base/basusmdhAOrODEgOD1Fnp3poT5e,basusmdhAOrODEgOD1Fnp3poT5e,readable,1,2021-12-15T09:55:15+08:00,2021-05-13T19:16:27+08:00,1970-01-01T07:30:00+07:30,keyword_Finance,Employee information,
Client successes,Client successes,shared/other owner,Docs Assistant,base,https://www.sg.larksuite.com/base/basusnxpEZf2jmDjw59lHA8ZHbc,basusnxpEZf2jmDjw59lHA8ZHbc,readable,1,2021-12-14T03:53:31+08:00,2021-05-13T19:16:24+08:00,1970-01-01T07:30:00+07:30,keyword_Finance,Applicable scenario,
Event planning,Event planning,shared/other owner,Docs Assistant,base,https://www.sg.larksuite.com/base/basusi1Q0S9SJ3DXg6t9a4NIic0,basusi1Q0S9SJ3DXg6t9a4NIic0,readable,2,2021-12-13T17:26:15+08:00,2021-05-13T19:16:28+08:00,1970-01-01T07:30:00+07:30,keyword_Finance,Event tasks; Event tasks list,
